no,w,county,country,gender,age,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q7,q8a,q8b,q8c,q8d,q8e,q9,q9a_2,q9a_3,q10,q11,q11a_1,q11a_2,q11a_3,q12,q12a1_1,q12a2_1,q12a1_2,q12a2_2,q12b_2,q12b_3,q12c_1,q12c_2,q12c_3,q12c_4,q121,q121a,q13,q13a_1,q13a_2,q13a,q14,q14a_1_1,q14a_2_1,q14b_1_1,q14b_2_1,q14a_1_2,q14a_2_2,q14b_1_2,q14b_2_2,q15,q15a,q16,q16a,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17b,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q20a,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20c,q20d,q21,q21a,q22_1,q22_2,q22_3,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25,q25a,q25b,q25ba,q25baa,q25bb
FEI1950,60.1003305,6,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,3,2,1,0,0,0,1,2,4,2,1,1,1, , ,2,19593,17000,2268,325,3, , , , , ,1,1,1,0,0,1, ,1,3,0,3,2, , , , ,8,10,6,0,2, ,1,2,1,1,0,1,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,0,0,1,1,0,0,0,0,1,1,1,2,0,0,1,2,1,0,0,1,0,0,1,1,1,0,0,0,0,1, , , , , 
FEI1952,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,3,2,0,1,0,0,1,2,3,1,1,1,1, , ,1,21268,17000,2268,2000,3, , , , , ,1,1,0,0,0,1, ,2, , , ,1,7,10,4,0, , , , ,1,3,1,1,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,3,2,1,3,1,0,1,1,0,0,0,0,1,1,2, ,0,0,1,2,1,1,0,1,0,0,1,1,0,0,0,1,0,1, , , , , 
FEI1961,60.1003305,6,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,1,2,4,2,1,2,1, , ,2,19267,17000,2267,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,7,7,4,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,1,4,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI1964,60.1003305,6,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,2,1,1,0,0,1,2,4,2,1,1,1, , ,1,19835,17000,2835,0,2, , ,2,12,1, ,0,0,0,0,2,1,1,.8,30,1.3,1,6,6,2,0, , , , ,2, ,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,2,0,1,0,0,0,0,1,1,0,1,0,0,0,1, , , , , 
FEI1985,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,0,1,2,3,2,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,1,1,0,2,1,2, , , ,2, , , , ,7,7,3.5,0,1,2,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,1,1,1,0,1,1,0,0,0,0,1,1,2, ,0,0,1,2,0,0,1,1,0,0,1,0,0,1,1,0,0,1, , , , , 
FEI2001,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,20816,18548,2268,0,3, , , , , ,1,1,0,0,0,1, ,1,3,0,3,1,8,8,3,0, , , , ,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,1,4,2, ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI2002,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2,2,1,0,0,0,1,2,3,2,1,2,1, , ,2,19268,17000,2268,0,3, , , , , ,1,1,1,0,0,1, ,2, , , ,2, , , , ,8,8,3,30,2, ,1,2,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,3,3,2,3,3,3,3,1,3,1,0,0,1,0,0,0,0,1,1,2, ,1,0,0,2,0,1,1,1,0,0,1,0,1,0,0,1,0,1, , , , , 
FEI2008,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1,0,0,0,1,2,3,2,1,1,1, , ,1,22500,18665,2835,1000,3, , , , , ,1,1,1,1,0,2,1,1,3,30,3.5,2, , , , ,5,8,3.5,0,1,1,1,2,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,3,0,1,0,1,1,0,0,0,1,2,2, ,0,0,1,2,1,1,0,1,0,0,0,1,1,0,1,0,0,1, , , , , 
FEI2018,58.99433596,6,9,2,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,2,1,0,0,0,1,2,2,2,1,2,1, , ,2,19463,17000,2463,0,3, , , , , ,1,0,0,1,0,2,1,1,2.76,0,2.76,2, , , , ,8,8,3,0,1,2,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,0,0,1,1,0,0,1,0,1,4,2, ,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1, , , , , 
FEI2029,59.85851199,6,9,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,1, , ,2,18702,17000,1702,0,2, , ,2,12,1, ,0,0,0,0,1, ,1,2,0,2,2, , , , ,8,10,4,0,2, ,3, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,3,1,1,0,0,0,0,1,0,1,0,1,4,2, ,1,0,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,1, , , , , 
FEI2039,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3,2,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,8,7,5,0,2, ,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI2050,60.1003305,6,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,4,1,1,1,1, , ,1,20268,17000,2268,1000,2, , ,1,8,1, ,0,0,0,0,2,1,1,2.89,0,2.89,2, , , , ,7,7,3.5,0,1,1,3, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,3,1,0,1,0,0,0,0,0,1,1,2, ,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FEI2052,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1,0,1,0,1,2,3,1,1,1,1, , ,2,20000,17647,2353,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,7,7,3.5,0,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1, , , , , 
FEI2065,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,2,19268,17000,2268,0,2, , ,1,10,1, ,0,0,0,0,2,1,1,2.89,0,2.89,1,8,8,3,0, , , , ,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI2066,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,20268,17000,2268,1000,2, , ,1,12,1, ,0,0,0,0,2,1,1,12,0,12,2, , , , ,7,7,3.5,0,1,2,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,1,0,0,0,0,0,1,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI2077,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,17900,17900,0,0,1,4,10, , , , ,0,0,0,0,1, ,1,2.89,0,2.89,2, , , , ,6,6,3.5,0,1,1,3, ,1,1,1,1,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4,1,1,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI2088,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,2,1,0,0,0,1,2,3,1,1,1,1, , ,3,19267,17000,2267,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,7,7,3.5,0,1,1,1,2,1,1,1,1,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FEI6009,58.99433596,6,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,2,1,1,1,0,1,2,2,2,1,1,2,1, ,1,19268,17000,2268,0,3, , , , , ,1,1,1,1,0,2,1,2, , , ,1,7,8.5,3,30, , , , ,1,1,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,0,0,1,1,1,0,0,0,1,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,0,1, , , , , 
FEI6010,58.99433596,6,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,2,1,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,1,2,0,2,2, , , , ,6,7.5,3,0,1,1,1,2,1,1,0,1,0,2,1, ,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI6015,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,3,2,1,1,0,0,1,2,3,1,1,1,1, , ,1,20835,17000,2835,1000,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,7,7,3.5,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,1,0,1,0,1,0,0,0,1,1,1,2,1,1,0,2,0,1,1,1,0,0,1,1,0,0,0,1,0,1, , , , , 
FEI6022,58.99433596,6,9,2,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,0,0,0,1,2,2,2,1,1,2,1, ,1,21335,17000,2835,1500,3, , , , , ,1,1,0,0,0,1, ,1,1,0,1,2, , , , ,7,9,3,0,1,2,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,0,1,1,0,0,1,0,0,1,1,1,2,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FEI6043,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,23268,17000,2268,4000,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,6,8,3,30,2, ,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,3,0,0,1,1,1,0,0,0,1,4,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FEI6044,58.99433596,6,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2,2,2,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,6,9,3,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,0,0,0,1,1,1,0,0,1,4,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI6065,7.102834342,6,9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,2,1,1,1, , ,1,17732,17000,0,732,1,4,10, , , , ,0,0,0,0,1, ,1,2.76,0,2.76,1,8,5,3.5,0, , , , ,1,1,3, ,1,1,1,1,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4,1,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI6114,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,0,0,0,1,2,3,2,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,0,0,1, ,1,2,0,2,2, , , , ,7,10,3,30,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,2,2,1,2,1,1,1,0,0,1,1,1,0,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FEI6119,58.99433596,6,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,1,0,0,1,2,2,2,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,1,0,30,.5,2, , , , ,6,9,3,0,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,1,0,1,1,1,0,0,0,0,1, , , , , 
FEI6135,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,3,2,0,1,0,0,1,2,3,2,1,1,2,1, ,1,19835,17000,2835,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,7,7,3.5,0,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,1,0,1,0,1,0,0,0,1,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI6136,60.1003305,6,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,4,2,1,1,2,1, ,1,20835,17000,2835,1000,3, , , , , ,1,1,0,1,0,2,1,1,4,0,4,2, , , , ,7,7,3.5,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,2, ,1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,1, , , , , 
FEI6137,60.1003305,6,9,2,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,3,2,0,1,0,0,1,2,4,2,1,1,1, , ,1,20000,17000,2835,165,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,7,7,3.5,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,1,1,0,0,0,1,1,1,2,1,1,0,2,0,1,1,1,0,0,0,0,1,1,1,0,0,1, , , , , 
FEI6139,59.85851199,6,9,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,3,1,0,0,0,0,1,2,1,2,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,1,2,0,2,2, , , , ,8,7,2,0,1,1,1,3,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,1,2,2,1,1,1,1,3,0,1,1,0,0,1,0,0,1,4,1,1,0,0,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1, , , , , 
FEI6177,58.99433596,6,9,2,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,2,3,2,1,1,0,0,1,2,2,2,1,1,2,1, ,3,20000,17000,0,3000,1,4,12, , , , ,0,0,0,0,1, ,1,3,0,3,2, , , , ,8,9,2,0,1,1,2, ,1,1,1,1,0,2,1, ,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,1,1,1,0,0,0,1,1,0,0,1,2,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FEI6209,60.1003305,6,9,2,4,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,4,2,1,2,1, , ,1,22635,19800,2835,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,6,6,3,0,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,1,1,0,0,1,1,1,0,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1, , , , , 
FEP2113,57.9150694,6,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,1,0,0,0,0,1,2,3,3,2,1,1, , ,2,18700,17000,1700,0,2, , ,1,12,1, ,0,0,0,0,2,1,1,2,0,2,1,8,8,2,0, , , , ,1,1,1,2,1,1,0,1,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,1,0,0,0,1,2,1,3,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FEP2124,57.9150694,6,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,1,2,3,2,2,2,1, , ,2,22000,22000,0,0,1,4,12, , , , ,0,0,0,0,1, ,1,6,0,6,1,6,7,5,0, , , , ,2, ,2, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,3,2,3,2,2,3,2,1,1,1,0,1,0,0,1,0,0,1,4,2, ,1,0,0,2,0,1,1,1,0,0,0,0,1,1,1,0,0,1, , , , , 
FEP6261,51.88183005,6,24,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2,1,2,1,1,0,0,1,2,2,1,2,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,8,9,3,0,1,1,2, ,1,1,1,1,0,1,1, ,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1,3,0,0,1,1,0,1,0,0,1,1,1,2,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FEP6280,51.88183005,6,24,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,1,0,0,0,1,2,2,3,2,1,1, , ,1,22000,20000,2000,0,2, , ,1,10,1, ,0,0,0,0,2,1,1,2.76,0,2.76,2, , , , ,5,9,3,0,2, ,3, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,2,1,1,2,1,2,1,2,1,0,1,0,1,0,0,0,1,1,2, ,1,0,0,2,1,0,1,1,0,0,0,1,1,0,1,0,0,1, , , , , 
FEV2154,68.49684862,6,33,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,3,1,4,2,4, , ,2,20500,17500,3000,0,2, , ,2,8,1, ,0,0,0,0,2,2,1,2.89,0,2.89,1,8,9,4,0, , , , ,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,0,0,0,1,1,0,1,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1, , , , , 
FEV2157,68.49684862,6,33,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,2,0,1,0,0,1,2,3,2,4,2,1, , ,1,19835,17000,2835,0,3, , , , , ,1,0,1,0,0,1, ,2, , , ,2, , , , ,7,7,3,0,2, ,1,2,1,1,0,1,0,1,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,3,3,1,1,1,1,0,0,0,1,0,0,1,2,2, ,0,0,1,2,0,1,1,1,0,0,0,0,1,1,1,0,0,2,2, , , , 
FEV2166,81.71428338,6,33,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,4,2,4,2,2,1, ,2,20268,18000,2268,0,3, , , , , ,1,1,1,1,0,2,1,1,4,0,4,2, , , , ,7,7,3,0,1,1,1,3,1,1,0,1,0,1,1, ,0,0,0,0,0,0,0,0,3,3,2,2,2,1,2,1,3,0,1,0,0,1,1,0,0,1,4,1,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1, , , , , 
FEV2172,8.267390421,6,33,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,2,1,4,1,1, , ,1,21534,19267,2267,0,3, , , , , ,1,1,0,1,0,2,1,1,1,0,1,2, , , , ,8,5,1,0,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,4,1,2,0,1,0,2,0,1,1,1,0,0,0,0,0,1,1,1,0,1, , , , , 
FEV6300,81.71428338,6,33,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,2,4,1,4,1,1, , ,1,25000,22059,2941,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,7,7,5,0,2, ,3, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,1,1,0,0,0,0,0,1,1,2, ,0,0,1,2,1,0,0,1,0,0,1,1,1,0,0,0,0,1, , , , , 
FFI2187,63.43863534,7,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,3,1,1,2,1, , ,2,22268,19000,2268,1000,3, , , , , ,1,0,0,1,0,2,1,1,2,0,2,2, , , , ,7,8,2,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,1,2,1,3,0,0,1,1,0,0,0,0,1,4,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FFI2195,7.527653173,7,9,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,2,1,1,1, , ,1,22268,17000,2268,3000,2, , ,2,10,1, ,0,0,0,0,2,1,1,1,0,1,2, , , , ,8,8,2,0,1,1,2, ,1,1,1,1,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4,2, ,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FFI2196,63.43863534,7,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,2,1, , ,1,19268,17000,2268,0,2, , ,2,12,1, ,0,0,0,0,2,1,1,3.21,0,3.21,1,6,10,2,0, , , , ,1,1,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FFI2210,63.43863534,7,9,2,3,2,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,1,0,0,0,0,1,2,3,1,1,2,1, , ,3,25300,21000,2300,2000,2, , ,3,12,1, ,0,0,0,0,2,1,1,6,0,6,2, , , , ,7,5,3.5,0,2, ,3, ,1,1,1,1,0,2,1, ,0,0,0,0,0,0,0,0,4,5,5,4,4,5,4,1,1,0,1,0,1,0,0,1,0,1,4,2, ,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FFI2222,63.43863534,7,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,2,1, , ,2,20767,17000,2267,1500,3, , , , , ,1,1,0,1,0,2,1,1,4.5,0,4.5,1,7,8,2,0, , , , ,1,3,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,1,1,0,1,0,1,0,0,1,0,1,4,2, ,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1, , , , , 
