no,w,nation,ind,industry,q1,q2,q3,q4,q5_1,q5_2,q5_3,q6,q6_o,q6_1,q7_1$,q7_2,q7_21$,q7_3,q7_3_1,q7_31$,q7_3_1b,q7_3_1bo,q8,q8_11,q8_12,q8_13,q8_14,q8_15,q8_16,q8_1o,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_o,q10,q10_11,q10_12,q10_13,q10_14,q10_1o,t1,t2,t3,t4,q11,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q11_8,q11_1o,q12,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q12_7,q12_8,q12_9,q12_10,q12_11,q12_12,q12_1o,q13_1,q13_2,q13_3,q14_1,q14_2,q14_3,q14_4,q15,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_1o,q16,q16_1,q16_2,q16_3,q16_4,q16_5,q16_1o,q17,q17_1,q17_nt,q18,q19,q19_1,q19_2,q19_3,q19_4,q19_5,q19_6,q19_7,q19_8,q19_1o,q20,q20_1,q20_2,q20_3,q21,q21_1,q21_2,q21_3,q23,q22_1,q22_2,q22_1_a,q22_2_a,q22_2_b,q22_2_c,q24,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q24_8,q24_1o,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q25_7,q25_8,q25_9,q25_10,q25_11,q25_12,q25_13,q25_14,q25o
1358,117,2,1,19,1,3,2,3,1,3,0,1, ,2,9999998,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,0,0, , ,5.2, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,22,8,10,19893,19047,846,0,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,0,0,4,5,6,7,0, ,1,0,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,4,0,0,0,0,0,0,0,0,0,0, 
1359,112,2,1,19,2,3,2,2,1,2,11,1, ,2,43974,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,0,5,0, ,2,1,2,3,0, ,34.99,5.2,5.32, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,25,8,40,25562,19530,4600,1432,1, , , , , , , ,1, , , , , , ,1,2,2500,1,2, , , , , , , , , ,1,0,0,3,1,0,0,3,3, , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
1360,117,2,1,19,1,3,2,3,1,3,0,1, ,2,63411,1, ,2, , , , ,2,1,0,0,4,0,0, ,0,0,0,0,5,0, ,1, , , , , , , , , ,2,1,0,0,0,0,0,0,0, ,1,1,0,0,4,0,0,0,0,0,0,0,0, ,20,9,70,29065,19047,8540,1478,2,1,2,0,0,0,0, ,2,1,0,3,0,0, ,1,2,4000,1,2, , , , , , , , , ,1,1,0,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,0,8,0,0,0,12,0,0, 
1361,112,2,1,19,2,3,2,3,1,3,0,1, ,2,45886,2,38238,1,2,38238,1, ,1,0,0,0,0,0,0, ,1,0,0,4,5,0, ,2,0,2,3,0, , ,5.2,5.32, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,46,25855,19047,4808,2000,2,0,2,0,0,0,0, ,2,0,0,3,0,0, ,1,2,2500,1,1,0,0,3,4,5,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,1,2,3,4,5,6,7,8,9,10,11,12,13,0, 
1362,102,2,1,20,2,3,3,3,3,3,0,1, ,2,25000,2,15933,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,5.2,5.32, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,26,8,40,28547,19047,6500,3000,1, , , , , , , ,2,0,0,3,0,0, ,1,2,2900,1,1,1,0,0,0,0,0,7,0, ,1,1,2,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,13,0, 
1363,104,2,1,20,1,3,2,2,1,3,0,1, ,2,15481,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,5.2,5.32, ,1, , , , , , , , , ,1,0,0,0,0,0,0,0,8,0,0,0,0, ,25,8,30,24474,19530,3510,1434,1, , , , , , , ,1, , , , , , ,2,1, ,3,1,0,0,0,4,5,0,0,0, ,1,1,2,3,1,1,2,3,3,1,0,1, , , ,1, , , , , , , , , ,0,0,0,0,5,0,7,0,9,0,0,12,13,0, 
1364,104,2,1,20,1,3,2,3,2,1,9,1, ,2,41425,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,5.2,5.32, ,2,1,2,0,0,0,0,0,0, ,1,0,0,3,4,0,0,7,0,0,0,0,0, ,23,8,53,27532,19530,6572,1430,2,0,2,0,0,0,0, ,2,0,0,3,0,0, ,1,2,4000,3,1,0,0,0,0,5,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,7,8,0,0,11,12,13,0, 
1365,102,2,1,20,2,3,2,2,1,3,0,1, ,2,65164,1, ,1,2,63730,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,5.2,5.32, ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,23,8,33,25859,19047,5412,1400,1, , , , , , , ,2,0,0,3,0,0, ,1,2,2900,1,1,0,2,0,0,0,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,9,0,0,12,13,0, 
1366,103,2,1,20,1,3,3,2,1,0,11,1, ,2,50984,2,41425,1,2,50984,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,5.2,5.32, ,2,1,2,0,0,0,0,0,0, ,1,1,0,0,4,0,0,7,0,0,0,0,0, ,30,8,54.5,28492,19047,7932,1513,2,0,2,0,0,0,0, ,2,0,0,3,0,0, ,1,2,4000,3,1,0,0,0,0,5,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,7,8,9,0,11,12,13,0, 
1367,104,2,1,20,1,3,2,3,1,3,0,1, ,2,50331.04287,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,92.66,5.15,5.15, ,2,0,2,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,8,0,0,0,0, ,24,8,30,23923,19047,3321,1555,2,0,2,0,0,0,0, ,1, , , , , , ,1,1, ,1,1,0,0,0,4,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,4,0,6,0,0,0,0,0,0,0,0, 
1368,101,2,1,20,2,3,3,3,1,3,0,1, ,2,45000,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,6,協助處理銀行事務,2,1,2,3,0, ,34.99,5.2,5.32, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,20,8,46,30096,19530,5566,5000,1, , , , , , , ,1, , , , , , ,2,1, ,1,1,1,2,3,4,5,6,7,0, ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,0,0,0,9,0,0,12,13,0, 
1369,102,2,1,20,2,3,2,3,1,3,0,1, ,2,38238,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,92.66,5.15,5.15, ,2,1,2,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,8,0,0,0,0, ,24,8,8,21485,19047,921,1517,2,1,0,0,0,0,0, ,1, , , , , , ,1,1, ,1,1,0,0,0,4,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,4,0,6,0,0,0,0,0,0,0,0, 
1370,102,2,1,20,2,3,1,3,1,3,0,1, ,2,38238,2,19119,1,2,38238,1, ,1,0,0,0,0,0,0, ,1,0,3,4,0,0, ,2,0,2,3,0, , ,5.2,5.32, ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,40,28547,19047,6500,3000,1, , , , , , , ,2,0,0,3,0,0, ,1,2,2500,1,1,1,0,0,0,0,0,7,0, ,1,0,2,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,9,0,0,12,13,0, 
1371,104,2,1,20,1,3,2,2,2,3,0,1, ,2,73290,1, ,1,2,60544,1, ,2,0,0,0,4,0,0, ,1,0,0,0,0,0, ,1, , , , , , , , , ,2,1,2,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,21,8,42,25767,19530,4704,1533,2,1,0,0,0,0,0, ,1, , , , , , ,1,1, ,3,2, , , , , , , , , ,1,1,0,0,1,1,0,0,3,1,1,2,2,2,2,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
1372,102,2,1,21,1,3,2,2,3,6,0,1, ,2,47479,2,37919,1,2,6373,1, ,1,0,0,0,0,0,0, ,1,0,0,4,0,0, ,1, , , , , , , , , ,2,1,0,0,0,0,0,0,0, ,1,1,2,3,0,0,0,7,8,0,0,0,0, ,24,8,0,21000,20000,0,1000,1, , , , , , , ,2,0,0,3,0,0, ,1,1, ,1,1,0,0,0,0,0,6,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,7,0,0,0,0,12,13,0, 
1373,103,2,1,21,1,3,2,3,1,3,0,1, ,2,82849,1, ,1,2,70103,1, ,2,1,0,0,4,0,0, ,1,0,0,4,0,0, ,1, , , , , , , , , ,2,1,0,0,0,5,0,0,0, ,2, , , , , , , , , , , , , ,31,8,100,31011,19530,10000,1481,2,1,2,0,0,0,0, ,2,1,0,3,0,0, ,1,2,2500,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
1374,102,2,1,21,1,3,4,3,3,9,0,1, ,2,47798,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,42,25668,19530,4704,1434,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,1,2,1440,1,2, , , , , , , , , ,1,0,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,0,0,0,0,0,0,0,0,0, 
1375,104,2,1,21,1,3,2,2,1,3,0,1, ,2,82849,1, ,1,2,82849,1, ,2,0,0,0,4,0,0, ,1,0,3,0,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,42,26308,19530,5250,1528,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,1,2,2500,1,2, , , , , , , , , ,1,1,0,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,7,0,0,0,0,12,13,0, 
1376,102,2,1,21,1,3,2,1,1,3,0,1, ,2,89222,1, ,1,2,89222,1, ,2,1,0,0,4,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,34.99,5.2,5.32, ,2,1,2,0,0,0,0,0,0, ,1,1,0,0,0,0,0,7,0,0,0,0,0, ,21,8,89,27691,19047,8644,0,2,1,2,0,0,0,0, ,2,1,0,3,0,0, ,1,2,2500,1,2, , , , , , , , , ,1,1,2,3,2, , , , , , , , , , ,2,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,8,0,0,0,0,0,0, 
1377,102,2,1,21,1,3,3,3,1,2,11,1, ,2,66917,1, ,1,2,50984,1, ,1,0,0,0,0,0,0, ,1,0,0,4,5,0, ,1, , , , , , , , , ,2,1,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,21,8,42,26084,19530,5040,1514,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,1,1, ,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,13,0, 
1378,102,2,1,21,1,3,2,2,1,3,0,1, ,2,95595,1, ,1,2,95595,1, ,2,0,0,3,4,0,0, ,0,0,0,0,5,0, ,2,0,0,3,0, , , ,5.32, ,2,0,0,0,0,0,6,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,25,11,75,29547,19047,6000,4500,2,1,0,0,4,0,0, ,2,0,0,3,0,0, ,2,2,3500,1,1,0,0,0,0,5,0,0,0, ,1,1,2,3,1,1,0,0,2,1,1,2,2,2,4,2,0,0,0,0,5,0,0,0, ,0,0,3,0,0,6,0,0,0,0,0,12,13,0, 
1379,104,2,1,21,1,3,3,2,1,3,0,1, ,2,60544,2,37919,1,2,44611,3, ,2,0,0,0,0,5,0, ,1,0,0,4,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,22,8,30,24462,19530,3480,1452,2,1,2,0,0,0,0, ,2,0,0,3,4,0, ,2,2,2340,1,2, , , , , , , , , ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
1380,104,2,1,21,1,3,2,3,1,3,0,1, ,2,50331.04287,2,17953,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,34.99,5.2,5.32, ,2,1,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,23,8,42,26197,19047,5628,1522,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,0,0,4,0,6,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,6,0,8,9,0,0,0,0,0, 
1381,102,2,1,21,1,3,2,3,2,5,0,1, ,2,182080,2,37919,2, , , , ,1,0,0,0,0,0,0, ,1,0,0,4,5,0, ,2,1,2,3,0, ,34.99,5.2,5.32, ,2,0,2,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,24,8,42,24948,19530,5418,0,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,0,0,4,0,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,0,0,8,9,0,0,0,13,0, 
1382,101,2,1,21,2,3,2,2,2,4,8,1, ,2,66279,1, ,2, , , , ,2,1,0,0,0,0,0, ,1,0,0,0,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,27,8,40,24290,19050,5240,0,2,1,0,0,0,0,0, ,2,1,0,3,4,0, ,2,2,2500,1,2, , , , , , , , , ,1,1,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
1383,101,2,1,21,2,3,2,2,2,3,3,1, ,2,53533,1, ,2, , , , ,2,1,0,0,4,0,0, ,1,0,0,4,0,0, ,1, , , , , , , , , ,2,1,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,24,8,42,26270,19530,5208,1532,2,1,2,0,0,0,0, ,2,1,0,3,0,0, ,2,2,2500,1,2, , , , , , , , , ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,0,0, 
1384,104,2,1,21,1,3,2,3,1,3,0,1, ,2,50331.04287,2,19371,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,34.99,5.2,5.32, ,2,1,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,23,8,42,24465,19047,5418,0,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,0,0,4,0,6,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,6,0,8,9,0,0,0,13,0, 
1385,102,2,1,21,1,3,2,3,2,3,0,1, ,2,38238,1, ,1,2,25492,1, ,1,0,0,0,0,0,0, ,1,0,0,0,5,0, ,2,0,0,3,0, , , ,5.32, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,21,8,46,25834,19047,5319,1468,1, , , , , , , ,2,1,0,3,0,0, ,1,2,2200,1,1,0,0,0,4,5,6,0,0, ,1,0,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
1386,102,2,1,21,1,3,2,2,1,3,0,1, ,2,114714,1, ,1,2,47716.32733,1, ,1,0,0,0,0,0,0, ,0,0,0,4,0,0, ,1, , , , , , , , , ,2,1,2,0,0,0,0,0,0, ,1,0,0,0,0,5,0,7,0,0,0,0,0, ,22,8,6,21959,19685,714,1560,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,2,2,3500,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,0,0,0,0,0,0,0,0, 
1387,103,2,1,21,1,3,2,3,1,3,0,1, ,2,50331.04287,2,17953,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,34.99,5.2,5.32, ,2,1,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,23,8,42,25823,19047,5208,1568,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,0,0,4,0,6,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,6,0,8,9,0,0,0,0,0, 
1388,102,2,1,21,1,3,2,2,1,2,11,1, ,2,28679,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,0,2,0,0, , ,8.58, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,26,9,48,26127,19047,5080,2000,1, , , , , , , ,1, , , , , , ,2,1, ,1,1,0,0,0,4,0,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,2,3,4,5,6,7,8,9,0,0,12,13,0, 
1389,104,2,1,21,1,3,2,2,1,1,1,1, ,2,25492,1, ,2, , , , ,2,0,0,0,4,0,0, ,0,0,0,0,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,26,8,42,26689,19530,5586,1573,2,0,2,0,0,0,0, ,2,0,0,3,0,0, ,1,1, ,1,2, , , , , , , , , ,1,1,0,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,9,0,11,0,0,0, 
1390,104,2,1,21,1,3,2,3,1,3,0,1, ,2,63730,2,41425,1,2,63730,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,5.2,5.32, ,1, , , , , , , , , ,1,1,2,0,4,0,0,7,8,0,0,0,0, ,21,8,0,19530,19530,0,0,1, , , , , , , ,1, , , , , , ,2,2,1000,1,1,0,2,0,0,0,0,0,0, ,1,1,0,0,1,1,0,0,2,1,1,2,2,2,2,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
1391,101,2,1,21,2,3,2,3,1,3,0,1, ,2,60544,1, ,1,2,9560,1, ,1,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,4,0,0,0,0,0,0,0,0, ,29,8,4,21500,19530,464,1506,2,1,2,0,0,0,0, ,2,0,0,3,0,0, ,1,1, ,1,2, , , , , , , , , ,1,1,0,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,0,0,0,0,0,0, 
1392,102,2,1,21,2,3,2,3,2,3,0,1, ,2,44611,2,41425,1,2,44611,1, ,2,0,0,0,4,0,0, ,1,0,3,4,5,0, ,2,0,2,0,0, , ,5.2, , ,2,0,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,22,8,42,26366,19530,5334,1502,2,1,0,0,0,0,0, ,1, , , , , , ,2,2,1500,1,2, , , , , , , , , ,1,1,0,0,1,0,0,3,1, , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,7,8,0,0,0,12,13,0, 
1393,102,2,1,21,1,3,2,3,1,3,0,1, ,2,63730,1, ,1,2,63730,1, ,2,0,0,0,4,0,0, ,0,0,3,4,0,0, ,2,0,2,3,0, , ,5.2,5.32, ,2,1,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,25,8,114,42271,28084,12654,1533,2,1,0,0,0,0,0, ,1, , , , , , ,3,1, ,2,1,1,0,0,0,0,0,0,0, ,1,0,0,3,1,0,0,3,2, , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
1394,102,2,1,21,1,3,2,3,2,3,0,1, ,2,33777,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,0,0, , ,5.2, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,46,30229,20924,5145,4160,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,2,0,0,0,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,7,8,0,0,0,0,0,0, 
1395,102,2,1,21,1,3,2,2,1,3,0,1, ,2,57357,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,0,2,3,0, , ,5.2,5.32, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,0,18601,18601,0,0,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,2,0,0,5,6,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,0,0,8,9,0,0,0,13,0, 
1396,102,2,1,21,1,3,2,3,2,6,0,1, ,2,37919,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,34.99,5.2,5.32, ,2,1,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,23,8,42,25317,19047,4704,1566,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,0,0,4,0,6,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,6,0,8,9,0,0,0,0,0, 
1397,102,2,1,21,1,3,2,3,1,3,0,1, ,2,55872,2,37919,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,34.99,5.2,5.32, ,2,0,0,3,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,11,0, ,24,8,42,25983,19047,5502,1434,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,0,0,4,0,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,0,0,8,9,0,0,0,13,0, 
1398,104,2,1,21,1,3,2,3,1,3,0,1, ,2,50331.04287,2,19371,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,34.99,5.2,5.32, ,2,1,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,23,8,42,25266,19047,4662,1557,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,0,0,4,0,6,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,6,0,8,9,0,0,0,0,0, 
1399,102,2,1,21,1,3,4,4,2,5,11,3,指定工,1,17207,2,0,2, , , , ,2,0,0,0,4,0,0, ,0,0,0,4,0,0, ,2,0,2,0,0, , ,5.2, , ,2,1,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,25,8,84,33957,23877,10080,0,2,1,0,0,0,0,0, ,1, , , , , , ,3,1, ,2,1,1,0,0,0,0,0,0,0, ,1,0,0,3,1,1,0,0,2,1,1,2,1,3,3,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
1400,102,2,1,21,1,3,2,2,1,3,0,1, ,2,15933,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,26,8,42,26093,19530,4998,1565,1, , , , , , , ,1, , , , , , ,1,2,500,1,1,0,2,0,0,5,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,9,0,0,0,13,0, 
1401,102,2,1,21,1,3,2,2,2,4,1,1, ,2,63730,1, ,1,2,47716.32733,1, ,2,0,0,0,4,0,0, ,0,0,0,4,0,0, ,2,0,2,0,0, , ,5.2, , ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,48,27248,19047,6727,1474,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,1,1, ,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
1402,102,2,1,21,1,3,2,3,1,3,0,1, ,2,50331.04287,2,19371,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,34.99,5.2,5.32, ,2,1,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,23,8,42,26131,19047,5544,1540,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,0,0,4,0,6,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,6,0,8,9,0,0,0,0,0, 
1403,101,2,1,21,2,3,2,3,1,3,0,1, ,2,38238,2,37919,1,2,38238,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,5.2,5.32, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,20,8,200,46330,19530,26800,0,2,1,0,0,0,0,0, ,1, , , , , , ,2,2,2500,1,1,1,0,3,0,5,0,0,0, ,1,1,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,7,8,0,0,0,0,0,0, 
1404,102,2,1,21,1,3,2,3,2,6,0,1, ,2,50984,2,38238,1,2,50984,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,28.96,5.2,5.32, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,25,8,46,28000,20000,8000,0,1, , , , , , , ,2,0,0,3,0,0, ,1,2,2500,1,1,0,0,0,4,5,6,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,5,0,0,0,9,0,0,0,0,0, 
1405,102,2,1,21,1,3,2,2,1,3,0,1, ,2,86036,1, ,1,2,63730,1, ,2,0,0,0,4,0,0, ,1,0,3,4,5,0, ,1, , , , , , , , , ,2,0,0,3,0,0,0,0,0, ,1,1,2,0,4,0,6,7,8,0,0,0,0, ,27,12,66,28830,19047,7880,1903,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,1,2,1500,1,2, , , , , , , , , ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,0,0,9,0,0,0,13,0, 
1406,102,2,1,21,1,3,2,3,1,3,0,1, ,2,81574,1, ,1,2,63730,1, ,2,0,0,0,4,0,0, ,0,0,0,0,5,0, ,2,0,2,0,0, , ,5.2, , ,2,1,0,0,0,0,0,0,0, ,1,1,0,0,4,0,0,0,0,0,0,0,0, ,22,8,66,27130,19074,7656,400,2,1,0,0,0,0,0, ,2,1,2,3,0,0, ,1,2,3500,1,1,0,0,0,0,5,0,0,0, ,1,1,2,3,1,1,0,0,2,1,1,2,2,2,2,1, , , , , , , , , ,0,0,3,0,0,6,0,8,0,0,0,12,13,0, 
