no,w1,w2,w3,t1,t2,t3,s1,s1b_1,s1b_2,s1b_3,s1b_4,s1b_5,s1b_6,s1b_7,s1b_8,s1b_9,s2,s2a_1,s2a_2,s2a_3,s2a_4,s2a_5,s2a_6,s2a_7,s2a_8,s2a_9,s2a_10,s2a_11,s2a_12,s2a_13,s2b,s2bb_1,s2bb_2,s2bb_3,s2bb_4,s2bb_5,s2bb_6,s2bb_7,s2bb_8,s2bb_9,s2bb_10,s2bb_11,s3,s3a,s4,s4b_1,s4b_2,s4b_3,s4b_4,s4b_5,s4b_6,s4b_7,s4b_8,s4b_9,s4b_10,s4b_11,s4b_12,s5,s5a,s5b,s5c_1,s5c_2,s5c_3,s5c_4,s5c_5,s5c_6,s5c_7,s5c_8,s5d,s6,s6a_2_1,s6a_3_1,s6a_4_1,s6a_5_1,s6b,s6s6b,s7a_1_0,s7a_1_1,s7a_2_1,s7a_3_1,s7c,s7b_1_1,s7b_2_1,s7b_1_0,n8,n8a0,n8a,n8b0,n8b,n8c0,n8c,n9,n9a,n10,n11,n11a1,n11b1,n11a2,n11b2,n11a3,n11b3,n12_1,n12_2,n12_3,n12_4,n12_5,n12_6,n13,n14,n14b_1,n14b_2,n14b_3,n14b_4,n15,n15b_1,n15b_2,n15b_3,n15b_4,n15b_5,n15b_6,n15b_7,n16,n16a,n16b_1,n16b_2,n16b_3,n16b_4,n16b_5,n17a_1,n17a_2,n17b_1,n17b_2,n17c_1,n17c_2,n17d_1,n17d_2,n17e_1,n17e_2,n17f_1,n17f_2,n17g_1,n17g_2,n17h_1,n17h_2,n18a,n18b,n18c,n18d,n18e,n18f,n19,n19a,n20_1,n20_2,n20_3,n21,n21a_1,n21a_2,n21a_3,n21a_4,n21a_5,n21a_6,n21a_7,n21a_8,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8
A2522903,8.24307692307692,8.92409152086137,178.481830417227,1,25,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1, , , , , , , , , ,20,20,0,0,0,65,85,31800,23800,6000,2000,9,176,30,206,2,2,3,2,5,2,2,2,1,1,1,2,2500, , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,2, ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,3,3,1,1,1,0,0,2,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
A2522904,8.24307692307692,8.92409152086137,133.861372812921,1,25,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1, ,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1, , , , , , , , , ,15,15,0,0,0,52,67,23800,23800,0,0,9,168,0,168,1,1, ,1, ,1, ,3,1,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
A2522905,8.24307692307692,8.92409152086137,89.2409152086137,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1, , , , , , , , , ,10,10,0,0,0,40,50,30590,23800,6790,0,9,168,46,214,2,1, ,2,2,1, ,2,1,1,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,1,1,0,1,0,0,1,0,1,1,0,1,3,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,2,2,3,3,2,2,1,2,1,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
A2522908,8.24307692307692,8.92409152086137,17.8481830417227,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,1,0,0,1,0,0,2, , , , , , , , , , , ,2,2,0,0,0,47,49,24243,23800,443,0,9,168,3,171,2,1, ,2,7,1, ,2,2,1,1,2,5000, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,1,2,0,0,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
A2522909,8.24307692307692,8.92409152086137,62.4686406460296,1,25,2,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1, ,1,1,1,0,1,0,0,1,0,0,1,0,0,2, , , , , , , , , , , ,7,7,0,0,0,67,74,25571,23800,1771,0,9,168,12,180,1,1, ,1, ,1, ,2,1,1,1,2,2500, , , , ,0,0,0,0,1,0,2,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,2,2,2,3,3,2,1,1,0,0,1,2,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
A2522910,8.24307692307692,8.92409152086137,142.785464333782,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1, , , , , , , , , ,16,0,16,0,0,49,65,31300,24800,6000,500,9,168,42,210,2,2,2,2,2,2,2,1, ,1,1,2,2500, , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,3,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,2,2,4,2,2,2, ,1,1,0,2,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
A2522911,8.24307692307692,8.92409152086137,116.013189771198,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0, ,13,0,13,0,0,60,73,30800,23800,7000,0,9,170,40,210,2,1, ,2,4,1, ,3,2,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A2522913,8.24307692307692,8.92409152086137,62.4686406460296,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,7,7,0,0,0,34,41,23800,23800,0,0,9,168,0,168,1,1, ,1, ,1, ,1, ,1,2, , ,2,2500, , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,3,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,2,1,3,2,2,2, ,0,0,1,2,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0
A2522914,8.24307692307692,8.92409152086137,116.013189771198,1,25,2,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,13,13,0,0,0,52,65,30567,23800,6767,0,9,168,41.5,209.5,2,1, ,2,5,1, ,2,1,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,3,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,4,4,3,3,1,1,1,0,0,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
A2522917,8.24307692307692,8.92409152086137,44.6204576043069,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,5,5,0,0,0,25,30,23800,23800,0,0,9,168,0,168,2,1, ,2,4,1, ,2,1,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,2,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,3,3,4,3,3,1,2,1,0,0,2,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
A2522919,8.24307692307692,8.92409152086137,71.392732166891,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,8,0,8,0,0,40,48,29589,23800,5289,500,9,168,40,208,2,2,2,2,7,2,1,2,1,1,1,2,1500, , , , ,0,1,0,0,0,0,4,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,2,2,2,2,2,1,1,1,0,0,2,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0
A2522921,8.24307692307692,8.92409152086137,107.089098250336,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0, ,12,12,0,0,0,52,64,23800,23800,0,0,9,168,0,168,2,1, ,2,2,1, ,2,1,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0
A2522922,8.24307692307692,8.92409152086137,178.481830417227,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0, ,20,20,0,0,0,65,85,24300,23800,0,500,9,168,0,168,2,2,3,2,7,2,1,2,1,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,2,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,3,2,2,1,2,1,0,0,2,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0
A2522923,8.24307692307692,8.92409152086137,98.1650067294751,1,25,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1, , , , , , , , , ,11,11,0,0,0,32,43,27990,23800,4190,0,9,168,26,194,2,2,3,2,3,2,2,2,1,1,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,2,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,3,3,3,3,3,1,1,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
A2522925,8.24307692307692,8.92409152086137,8.92409152086137,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,1,0,0,0,55,56,24700,24700,0,0,9,168,0,168,2,1, ,2,2,2,2,1, ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,3,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,2, ,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
A2522926,8.24307692307692,8.92409152086137,26.7722745625841,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,3,0,3,0,0,50,53,28228,23800,4428,0,9,168,30,198,1,1, ,1, ,1, ,2,1,1,1,2,2000, , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
A2522927,8.24307692307692,8.92409152086137,116.013189771198,1,25,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0, ,13,0,13,0,0,32,45,31754,23800,6524,1430,9,168,46,214,2,1, ,1, ,2,3,2,1,1,1,2,1500, , , , ,0,1,0,0,0,0,4,1,1,1,1,0,1,0,1,0,0,1,0,0,2, ,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,2,3,4,2,2,2, ,0,0,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
A2522929,8.24307692307692,8.92409152086137,160.633647375505,1,25,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1, , , , , , , , , ,18,8,10,0,0,46,64,27800,23800,4000,0,9,168,30,198,2,1, ,2,3,1, ,2,2,1,1,2,2200, , , , ,1,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,3,3,3,2,2,2, ,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
A2522930,8.24307692307692,8.92409152086137,71.392732166891,1,25,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,1,1,0,0,0,0,0,1,2,2,1,0,0,0,1,0,0,0, ,8,0,8,0,0,23,31,28671,23800,4871,0,9,168,33,201,2,1, ,2,3,1, ,1, ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
A2522932,8.24307692307692,8.92409152086137,89.2409152086137,1,25,2,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0, ,10,0,10,0,0,30,40,23800,23800,0,0,9,168,0,168,1,1, ,1, ,1, ,1, ,1,1,2,1200, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,3,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,3,3,3,4,3,3,2, ,0,0,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
A2522933,8.24307692307692,8.92409152086137,107.089098250336,1,25,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1, , , , , , , , , ,12,12,0,0,0,27,39,27014,23800,2214,1000,9,168,15,183,2,2,2,2,3,2,3,3,1,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,3,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,2,2,3,3,2,2,2, ,0,0,1,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
A2522936,8.24307692307692,8.92409152086137,44.6204576043069,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,5,1,4,0,0,50,55,28671,23800,4871,0,9,168,33,201,2,2,1,2,2,1, ,1, ,1,1,1, , , , , ,0,1,0,0,0,0,3,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2, ,0,0,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
A2522938,8.24307692307692,8.92409152086137,151.709555854643,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,17,17,0,0,0,52,69,25839,23800,2039,0,9,168,14,182,2,1, ,2,3,1, ,3,1,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,3,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,0,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
A2522939,8.24307692307692,8.92409152086137,98.1650067294751,1,25,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,1,0,0,0,0,0,0,1,0,3,5,1,1,1,1,0,0,0,1,1,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,2,11,0,11,0,0,31,42,26650,23800,1250,1600,9,168,8,176,2,1, ,2,5,1, ,2,1,1,1,2,1500, , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,1,3,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A2522940,8.24307692307692,8.92409152086137,44.6204576043069,1,25,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,5,5,0,0,0,25,30,29704,23800,5904,0,9,168,40,208,2,1, ,2,3,2,2,2,1,1,2, , ,2,1900, , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3,3,3,3,3,3,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A2522942,8.24307692307692,8.92409152086137,124.937281292059,1,25,2,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,14,14,0,0,0,64,78,28887,23800,5087,0,9,168,38,206,2,1, ,2,3,1, ,2,1,1,2, , ,2,1500, , ,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,1,0,1,0,0,1,2,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,2,3,3,3,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A2522943,8.24307692307692,8.92409152086137,62.4686406460296,1,25,2,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,0,1,1,0,0,0,0,0,0,0,1,2,1, , , , , , , , , ,7,7,0,0,0,23,30,31800,26800,4000,1000,9,168,24,192,2,1, ,2,5,2,3,1, ,1,1,2,2200, , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,3,3,1,2,1,0,0,2,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
A2522945,8.24307692307692,8.92409152086137,35.6963660834455,1,25,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,4,4,0,0,0,55,59,25000,23800,1200,0,8,176,8,184,2,2,2,1, ,1, ,1, ,1,1,2,1000, , , , ,0,0,0,0,1,0,2,1,1,1,0,0,1,0,1,0,0,1,0,0,2, ,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A2522946,8.24307692307692,8.92409152086137,26.7722745625841,1,25,2,2,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,3,3,0,0,0,33,36,23800,23800,0,0,9,176,0,176,2,1, ,2,2,1, ,2,1,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,2, ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,3,3,2,3,2, ,0,0,1,2,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0
A2522947,8.24307692307692,8.92409152086137,44.6204576043069,1,25,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,1,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,5,5,0,0,0,39,44,27519,23800,3719,0,9,168,25,193,2,2,3,2,6,1, ,2,1,1,1,2,3900, , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,2,2,2,3,2,2,2, ,0,0,1,2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
A2522948,8.24307692307692,8.92409152086137,124.937281292059,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,14,14,0,0,0,21,35,26800,23800,3000,0,10,160,20,180,2,2,3,2,3,1, ,2,1,1,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,2,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0
A2522949,8.24307692307692,8.92409152086137,223.102288021534,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0, ,25,25,0,0,0,60,85,24800,23800,0,1000,9,168,0,168,2,2,2,2,3,2,2,3,1,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,2,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
A2522950,8.24307692307692,8.92409152086137,116.013189771198,1,25,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1, , , , , , , , , ,13,0,9,4,0,45,58,25000,23800,1200,0,9,168,8,176,2,2,3,2,7,1, ,1, ,1,1,2,2200, , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,2, ,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A2522955,8.24307692307692,8.92409152086137,62.4686406460296,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,7,7,0,0,0,23,30,23800,23800,0,0,9,168,0,168,2,2,3,2,3,1, ,1, ,1,1,2,2500, , , , ,0,0,1,0,0,0,3,1,1,1,0,0,1,0,0,1,0,1,0,0,1,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
A2522956,8.24307692307692,8.92409152086137,142.785464333782,1,25,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1, , , , , , , , , ,16,16,0,0,0,47,63,31096,24350,6746,0,9,168,45,213,2,1, ,2,4,1, ,1, ,1,1,1, , , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2, ,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
A2522957,8.24307692307692,8.92409152086137,124.937281292059,1,25,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1, , , , , , , , , ,14,0,14,0,0,35,49,28800,23800,5000,0,9,168,31,199,2,2,3,2,3,1, ,2,1,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
